evaluations raw_y current_y raw_y_best current_y_best
1 1691.5089699006284718 1840.6589699006285628 1691.5089699006284718 1840.6589699006285628
2 350.0052321246296287 499.1552321246296060 350.0052321246296287 499.1552321246296060
3 32394.7458589983143611 32543.8958589983158163 350.0052321246296287 499.1552321246296060
4 551.6191184284222118 700.7691184284221890 350.0052321246296287 499.1552321246296060
5 64045.9655133558262605 64195.1155133558277157 350.0052321246296287 499.1552321246296060
6 2862.0750761688318562 3011.2250761688319471 350.0052321246296287 499.1552321246296060
7 118.3988847609453501 267.5488847609453842 118.3988847609453501 267.5488847609453842
8 2168.1188278509494012 2317.2688278509494921 118.3988847609453501 267.5488847609453842
9 661.8524514355848396 811.0024514355848169 118.3988847609453501 267.5488847609453842
10 458.5769624902425221 607.7269624902424994 118.3988847609453501 267.5488847609453842
11 3676.8648154494021583 3826.0148154494022492 118.3988847609453501 267.5488847609453842
12 1806.6894856877836446 1955.8394856877837356 118.3988847609453501 267.5488847609453842
13 6510.1867278566987807 6659.3367278566984169 118.3988847609453501 267.5488847609453842
14 7498.9201766573614805 7648.0701766573611167 118.3988847609453501 267.5488847609453842
15 5153.7606910423764930 5302.9106910423761292 118.3988847609453501 267.5488847609453842
16 21.3459400361528395 170.4959400361528310 21.3459400361528395 170.4959400361528310
17 324.1509661555788284 473.3009661555788625 21.3459400361528395 170.4959400361528310
18 22357.6388287813824718 22506.7888287813839270 21.3459400361528395 170.4959400361528310
19 1.0324585453061281 150.1824585453061331 1.0324585453061281 150.1824585453061331
20 103.4460642296690480 252.5960642296690537 1.0324585453061281 150.1824585453061331
21 735.7027039176664402 884.8527039176664175 1.0324585453061281 150.1824585453061331
22 42.3240240780727390 191.4740240780727447 1.0324585453061281 150.1824585453061331
23 50.2524588022667942 199.4024588022668070 1.0324585453061281 150.1824585453061331
24 19.7054125092341188 168.8554125092341280 1.0324585453061281 150.1824585453061331
25 918.6281338536660996 1067.7781338536660769 1.0324585453061281 150.1824585453061331
26 889.4718893570840237 1038.6218893570840009 1.0324585453061281 150.1824585453061331
27 5.6150896754523263 154.7650896754523444 1.0324585453061281 150.1824585453061331
28 3.6999320341887154 152.8499320341887255 1.0324585453061281 150.1824585453061331
29 368.9510099880948815 518.1010099880949156 1.0324585453061281 150.1824585453061331
30 9.9683313759421068 159.1183313759421196 1.0324585453061281 150.1824585453061331
31 156.0052009093309948 305.1552009093310289 1.0324585453061281 150.1824585453061331
32 161.2716224857909140 310.4216224857909197 1.0324585453061281 150.1824585453061331
33 62.1087572770398282 211.2587572770398197 1.0324585453061281 150.1824585453061331
34 44.9662851003157158 194.1162851003157357 1.0324585453061281 150.1824585453061331
35 134.9439772900733203 284.0939772900733260 1.0324585453061281 150.1824585453061331
36 5.5977083611717600 154.7477083611717603 1.0324585453061281 150.1824585453061331
37 4.3231110409177784 153.4731110409177859 1.0324585453061281 150.1824585453061331
38 0.2563338269184368 149.4063338269184555 0.2563338269184368 149.4063338269184555
39 24.1118245004309735 173.2618245004309756 0.2563338269184368 149.4063338269184555
40 4.3521542780102864 153.5021542780102948 0.2563338269184368 149.4063338269184555
41 558.4712573068189840 707.6212573068189613 0.2563338269184368 149.4063338269184555
42 13.3998022158047672 162.5498022158047604 0.2563338269184368 149.4063338269184555
43 12.5274760928783930 161.6774760928784076 0.2563338269184368 149.4063338269184555
44 16.7817547792283150 165.9317547792283278 0.2563338269184368 149.4063338269184555
45 0.2407623033556487 149.3907623033556433 0.2407623033556487 149.3907623033556433
46 1.0143496505627765 150.1643496505627695 0.2407623033556487 149.3907623033556433
47 49.0190349707168167 198.1690349707168366 0.2407623033556487 149.3907623033556433
48 15.8212587707531345 164.9712587707531384 0.2407623033556487 149.3907623033556433
49 2922.5231565736385164 3071.6731565736386074 0.2407623033556487 149.3907623033556433
50 1.9382302095002160 151.0882302095002103 0.2407623033556487 149.3907623033556433
51 6.2082049221902489 155.3582049221902537 0.2407623033556487 149.3907623033556433
52 7.4407571213388133 156.5907571213388110 0.2407623033556487 149.3907623033556433
53 1.9948403435265791 151.1448403435265959 0.2407623033556487 149.3907623033556433
54 12.6146180403426929 161.7646180403426968 0.2407623033556487 149.3907623033556433
55 10.7021281805425268 159.8521281805425360 0.2407623033556487 149.3907623033556433
56 9.8298290468272267 158.9798290468272342 0.2407623033556487 149.3907623033556433
57 4.6114435234166455 153.7614435234166592 0.2407623033556487 149.3907623033556433
58 4.5881489710003232 153.7381489710003279 0.2407623033556487 149.3907623033556433
59 3.4897285359467913 152.6397285359468015 0.2407623033556487 149.3907623033556433
