evaluations raw_y current_y raw_y_best current_y_best
1 66.5750019279680600 -933.4249980720319400 66.5750019279680600 -933.4249980720319400
2 62.8177232677925588 -937.1822767322074696 62.8177232677925588 -937.1822767322074696
3 47.1891171037922845 -952.8108828962076586 47.1891171037922845 -952.8108828962076586
4 85.9109976317062376 -914.0890023682937908 47.1891171037922845 -952.8108828962076586
5 54.8088374743815905 -945.1911625256184379 47.1891171037922845 -952.8108828962076586
6 64.8088320655432284 -935.1911679344567574 47.1891171037922845 -952.8108828962076586
7 25.9352178426767495 -974.0647821573232932 25.9352178426767495 -974.0647821573232932
8 52.0869026650051197 -947.9130973349948590 25.9352178426767495 -974.0647821573232932
9 22.5584395253243244 -977.4415604746757253 22.5584395253243244 -977.4415604746757253
10 20.7581248529891127 -979.2418751470108873 20.7581248529891127 -979.2418751470108873
11 11.0838094851319777 -988.9161905148680489 11.0838094851319777 -988.9161905148680489
12 6.5612507094852122 -993.4387492905148065 6.5612507094852122 -993.4387492905148065
13 18.7762198220304590 -981.2237801779695019 6.5612507094852122 -993.4387492905148065
14 17.7034958690905562 -982.2965041309093976 6.5612507094852122 -993.4387492905148065
15 35.4056066069996120 -964.5943933930003595 6.5612507094852122 -993.4387492905148065
16 34.8973995517086095 -965.1026004482913550 6.5612507094852122 -993.4387492905148065
17 7.4407628979802292 -992.5592371020197788 6.5612507094852122 -993.4387492905148065
18 3.7612527778484681 -996.2387472221515736 3.7612527778484681 -996.2387472221515736
19 52.9903302283673980 -947.0096697716326162 3.7612527778484681 -996.2387472221515736
20 8.0348172840955279 -991.9651827159044615 3.7612527778484681 -996.2387472221515736
21 6.5571187255359744 -993.4428812744640709 3.7612527778484681 -996.2387472221515736
22 14.6958984770061427 -985.3041015229938466 3.7612527778484681 -996.2387472221515736
23 3.2794419137516337 -996.7205580862483885 3.2794419137516337 -996.7205580862483885
24 5.8329530436480788 -994.1670469563518964 3.2794419137516337 -996.7205580862483885
25 3.4194032916025372 -996.5805967083974792 3.2794419137516337 -996.7205580862483885
26 3.2135886739692725 -996.7864113260307022 3.2135886739692725 -996.7864113260307022
27 3.6238214962001538 -996.3761785037997925 3.2135886739692725 -996.7864113260307022
28 3.4534038641210381 -996.5465961358789855 3.2135886739692725 -996.7864113260307022
29 5.3503414012989445 -994.6496585987010803 3.2135886739692725 -996.7864113260307022
30 4.9218559297845168 -995.0781440702154441 3.2135886739692725 -996.7864113260307022
31 3.2263220532770949 -996.7736779467229553 3.2135886739692725 -996.7864113260307022
32 67.7029586279914781 -932.2970413720084935 3.2135886739692725 -996.7864113260307022
33 3.2912169700988336 -996.7087830299011557 3.2135886739692725 -996.7864113260307022
34 52.3752374890224033 -947.6247625109775754 3.2135886739692725 -996.7864113260307022
35 3.3093975646974094 -996.6906024353025941 3.2135886739692725 -996.7864113260307022
36 3.3702356845787693 -996.6297643154211983 3.2135886739692725 -996.7864113260307022
37 5.1029229268735028 -994.8970770731265247 3.2135886739692725 -996.7864113260307022
38 3.2405112902790525 -996.7594887097209266 3.2135886739692725 -996.7864113260307022
39 24.9047176131503711 -975.0952823868495898 3.2135886739692725 -996.7864113260307022
40 2.8102491687764060 -997.1897508312235914 2.8102491687764060 -997.1897508312235914
41 2.7316919859121755 -997.2683080140877792 2.7316919859121755 -997.2683080140877792
42 5.1165620574980144 -994.8834379425020416 2.7316919859121755 -997.2683080140877792
43 11.5707203063456330 -988.4292796936543937 2.7316919859121755 -997.2683080140877792
44 17.5765316695748872 -982.4234683304250666 2.7316919859121755 -997.2683080140877792
45 23.5949523109737385 -976.4050476890262189 2.7316919859121755 -997.2683080140877792
46 11.3519713537319991 -988.6480286462680169 2.7316919859121755 -997.2683080140877792
47 24.3615820605051425 -975.6384179394948433 2.7316919859121755 -997.2683080140877792
48 21.1630849900122264 -978.8369150099878198 2.7316919859121755 -997.2683080140877792
49 14.8025149309607897 -985.1974850690392032 2.7316919859121755 -997.2683080140877792
50 40.4461028025652851 -959.5538971974347078 2.7316919859121755 -997.2683080140877792
51 5.6508257385310916 -994.3491742614688746 2.7316919859121755 -997.2683080140877792
52 3.2345820533721947 -996.7654179466278492 2.7316919859121755 -997.2683080140877792
53 25.5964233485266135 -974.4035766514733723 2.7316919859121755 -997.2683080140877792
54 2.6008154178914662 -997.3991845821085462 2.6008154178914662 -997.3991845821085462
55 2.9178989739775205 -997.0821010260224284 2.6008154178914662 -997.3991845821085462
56 25.8979171568226114 -974.1020828431774135 2.6008154178914662 -997.3991845821085462
57 4.1629199909626022 -995.8370800090374360 2.6008154178914662 -997.3991845821085462
58 23.5215985756024288 -976.4784014243975889 2.6008154178914662 -997.3991845821085462
59 19.7062979910661653 -980.2937020089337921 2.6008154178914662 -997.3991845821085462
60 43.8703237780369477 -956.1296762219631091 2.6008154178914662 -997.3991845821085462
61 2.9082692738971843 -997.0917307261028100 2.6008154178914662 -997.3991845821085462
62 2.9574766917584077 -997.0425233082415843 2.6008154178914662 -997.3991845821085462
63 4.6218295289397924 -995.3781704710602298 2.6008154178914662 -997.3991845821085462
64 33.8156896360576482 -966.1843103639423589 2.6008154178914662 -997.3991845821085462
65 3.8146604455484718 -996.1853395544515024 2.6008154178914662 -997.3991845821085462
66 3.6140144887858630 -996.3859855112141304 2.6008154178914662 -997.3991845821085462
67 38.0800451931503545 -961.9199548068496597 2.6008154178914662 -997.3991845821085462
68 41.8890998634284841 -958.1109001365715585 2.6008154178914662 -997.3991845821085462
69 2.8820386559290498 -997.1179613440709772 2.6008154178914662 -997.3991845821085462
70 62.6587602087006132 -937.3412397912993583 2.6008154178914662 -997.3991845821085462
71 52.0937555343112990 -947.9062444656887010 2.6008154178914662 -997.3991845821085462
72 43.0264279665125429 -956.9735720334874713 2.6008154178914662 -997.3991845821085462
73 3.3930279117654689 -996.6069720882345564 2.6008154178914662 -997.3991845821085462
74 2.8120687184145190 -997.1879312815855201 2.6008154178914662 -997.3991845821085462
