evaluations raw_y current_y raw_y_best current_y_best
1 265071.2176519393688068 265220.3676519393920898 265071.2176519393688068 265220.3676519393920898
2 409622.6589517878019251 409771.8089517878252082 265071.2176519393688068 265220.3676519393920898
3 421834.4516112363780849 421983.6016112364013679 265071.2176519393688068 265220.3676519393920898
4 810266.7521729156142101 810415.9021729156374931 265071.2176519393688068 265220.3676519393920898
5 858908.4536569784395397 859057.6036569784628227 265071.2176519393688068 265220.3676519393920898
6 632272.2529378023464233 632421.4029378023697063 265071.2176519393688068 265220.3676519393920898
7 282559.0865078708156943 282708.2365078708389774 265071.2176519393688068 265220.3676519393920898
8 317111.2711154521093704 317260.4211154521326534 265071.2176519393688068 265220.3676519393920898
9 176922.3911511042679194 177071.5411511042620987 176922.3911511042679194 177071.5411511042620987
10 98120.1629997745039873 98269.3129997744981665 98120.1629997745039873 98269.3129997744981665
11 61360.4350088955761748 61509.5850088955776300 61360.4350088955761748 61509.5850088955776300
12 99017.0004739047726616 99166.1504739047668409 61360.4350088955761748 61509.5850088955776300
13 73217.8180143780191429 73366.9680143780133221 61360.4350088955761748 61509.5850088955776300
14 58431.5190066250652308 58580.6690066250666860 58431.5190066250652308 58580.6690066250666860
15 48153.6125253040299867 48302.7625253040314419 48153.6125253040299867 48302.7625253040314419
16 31280.5878041540163395 31429.7378041540177946 31280.5878041540163395 31429.7378041540177946
17 113941.9116123095154762 114091.0616123095096555 31280.5878041540163395 31429.7378041540177946
18 149358.2417946012865286 149507.3917946012807079 31280.5878041540163395 31429.7378041540177946
19 144579.0206093188025989 144728.1706093187967781 31280.5878041540163395 31429.7378041540177946
20 272813.3095806135097519 272962.4595806135330349 31280.5878041540163395 31429.7378041540177946
21 111340.4198883856006432 111489.5698883855948225 31280.5878041540163395 31429.7378041540177946
22 147184.3843655882228632 147333.5343655882170424 31280.5878041540163395 31429.7378041540177946
23 70824.8646671552560292 70974.0146671552502085 31280.5878041540163395 31429.7378041540177946
24 129308.1961701628897572 129457.3461701628839364 31280.5878041540163395 31429.7378041540177946
25 134584.1416065421944950 134733.2916065421886742 31280.5878041540163395 31429.7378041540177946
26 66480.9559431509551359 66630.1059431509493152 31280.5878041540163395 31429.7378041540177946
27 140621.1675989704381209 140770.3175989704323001 31280.5878041540163395 31429.7378041540177946
28 144158.2894737519382033 144307.4394737519323826 31280.5878041540163395 31429.7378041540177946
29 108364.5822728006605757 108513.7322728006547550 31280.5878041540163395 31429.7378041540177946
30 96900.9760264621872921 97050.1260264621814713 31280.5878041540163395 31429.7378041540177946
31 139192.0478559099428821 139341.1978559099370614 31280.5878041540163395 31429.7378041540177946
32 166183.3217861745215487 166332.4717861745157279 31280.5878041540163395 31429.7378041540177946
33 103234.0149810008151690 103383.1649810008093482 31280.5878041540163395 31429.7378041540177946
34 148918.2101248246326577 149067.3601248246268369 31280.5878041540163395 31429.7378041540177946
35 143701.4150695514690597 143850.5650695514632389 31280.5878041540163395 31429.7378041540177946
36 147136.1285124316927977 147285.2785124316869769 31280.5878041540163395 31429.7378041540177946
37 29514.8240599471791938 29663.9740599471806490 29514.8240599471791938 29663.9740599471806490
38 87873.0121954429341713 88022.1621954429283505 29514.8240599471791938 29663.9740599471806490
39 66517.0050769150402630 66666.1550769150344422 29514.8240599471791938 29663.9740599471806490
40 79548.1369225624512183 79697.2869225624453975 29514.8240599471791938 29663.9740599471806490
41 21988.9550699937753961 22138.1050699937768513 21988.9550699937753961 22138.1050699937768513
42 100111.7505289323162287 100260.9005289323104080 21988.9550699937753961 22138.1050699937768513
