evaluations raw_y current_y raw_y_best current_y_best
1 303081.1778282002778724 303230.3278282003011554 303081.1778282002778724 303230.3278282003011554
2 207639.3581120047601871 207788.5081120047543664 207639.3581120047601871 207788.5081120047543664
3 346722.8056388837867416 346871.9556388838100247 207639.3581120047601871 207788.5081120047543664
4 406404.0045954042579979 406553.1545954042812809 207639.3581120047601871 207788.5081120047543664
5 185995.3689032613474410 186144.5189032613416202 185995.3689032613474410 186144.5189032613416202
6 72962.6683012616995256 73111.8183012616937049 72962.6683012616995256 73111.8183012616937049
7 510268.2729293970041908 510417.4229293970274739 72962.6683012616995256 73111.8183012616937049
8 60269.5730706736867432 60418.7230706736881984 60269.5730706736867432 60418.7230706736881984
9 45712.5711895556014497 45861.7211895556029049 45712.5711895556014497 45861.7211895556029049
10 59415.6504951894894475 59564.8004951894909027 45712.5711895556014497 45861.7211895556029049
11 60165.0939977302114130 60314.2439977302128682 45712.5711895556014497 45861.7211895556029049
12 22791.0162844082478841 22940.1662844082493393 22791.0162844082478841 22940.1662844082493393
13 15851.8202562769565702 16000.9702562769562064 15851.8202562769565702 16000.9702562769562064
14 28311.0982841419499891 28460.2482841419514443 15851.8202562769565702 16000.9702562769562064
15 33378.7785281631222460 33527.9285281631237012 15851.8202562769565702 16000.9702562769562064
16 13972.7724462900969229 14121.9224462900965591 13972.7724462900969229 14121.9224462900965591
17 23257.5592883453573450 23406.7092883453588001 13972.7724462900969229 14121.9224462900965591
18 15697.4094704706676566 15846.5594704706672928 13972.7724462900969229 14121.9224462900965591
19 18611.5472932288721495 18760.6972932288736047 13972.7724462900969229 14121.9224462900965591
20 36120.7896733025991125 36269.9396733026005677 13972.7724462900969229 14121.9224462900965591
21 10753.6798160316520807 10902.8298160316517169 10753.6798160316520807 10902.8298160316517169
22 13163.0335735369972099 13312.1835735369968461 10753.6798160316520807 10902.8298160316517169
23 10094.8087837571802083 10243.9587837571798445 10094.8087837571802083 10243.9587837571798445
24 21185.1834847835852997 21334.3334847835867549 10094.8087837571802083 10243.9587837571798445
25 13712.0779863045008824 13861.2279863045005186 10094.8087837571802083 10243.9587837571798445
26 10824.2200635835324647 10973.3700635835321009 10094.8087837571802083 10243.9587837571798445
27 13320.6041970503320044 13469.7541970503316406 10094.8087837571802083 10243.9587837571798445
28 21911.5906764834071510 22060.7406764834086061 10094.8087837571802083 10243.9587837571798445
29 13654.8780423135867750 13804.0280423135864112 10094.8087837571802083 10243.9587837571798445
30 10575.1080410242011567 10724.2580410242007929 10094.8087837571802083 10243.9587837571798445
31 24115.4199902498694428 24264.5699902498708980 10094.8087837571802083 10243.9587837571798445
32 31156.4565781870078354 31305.6065781870092906 10094.8087837571802083 10243.9587837571798445
33 11863.3125062040871853 12012.4625062040868215 10094.8087837571802083 10243.9587837571798445
34 20327.3878779433835007 20476.5378779433849559 10094.8087837571802083 10243.9587837571798445
