evaluations raw_y current_y raw_y_best current_y_best
1 86.1874439982875913 -913.8125560017124371 86.1874439982875913 -913.8125560017124371
2 83.4663526001445177 -916.5336473998554538 83.4663526001445177 -916.5336473998554538
3 86.4732525251599213 -913.5267474748400218 83.4663526001445177 -916.5336473998554538
4 86.2477217630640070 -913.7522782369360357 83.4663526001445177 -916.5336473998554538
5 86.4193751743813436 -913.5806248256186564 83.4663526001445177 -916.5336473998554538
6 86.1119829409628323 -913.8880170590371108 83.4663526001445177 -916.5336473998554538
7 85.9300427030331946 -914.0699572969667770 83.4663526001445177 -916.5336473998554538
8 83.6277829124640988 -916.3722170875358870 83.4663526001445177 -916.5336473998554538
9 81.7090261791502286 -918.2909738208497856 81.7090261791502286 -918.2909738208497856
10 82.0153218079280038 -917.9846781920720105 81.7090261791502286 -918.2909738208497856
11 81.0435861551082581 -918.9564138448916992 81.0435861551082581 -918.9564138448916992
12 80.7923425169739602 -919.2076574830260824 80.7923425169739602 -919.2076574830260824
13 80.8908615295053437 -919.1091384704945995 80.7923425169739602 -919.2076574830260824
14 80.5707373185245501 -919.4292626814753930 80.5707373185245501 -919.4292626814753930
15 80.3076116508500917 -919.6923883491499510 80.3076116508500917 -919.6923883491499510
16 80.5342832271032023 -919.4657167728968261 80.3076116508500917 -919.6923883491499510
17 80.6015581355494675 -919.3984418644505467 80.3076116508500917 -919.6923883491499510
18 80.5265757202807322 -919.4734242797192110 80.3076116508500917 -919.6923883491499510
19 80.4369827148709362 -919.5630172851290354 80.3076116508500917 -919.6923883491499510
20 80.9525801390296351 -919.0474198609704217 80.3076116508500917 -919.6923883491499510
21 81.3770757891008572 -918.6229242108991002 80.3076116508500917 -919.6923883491499510
22 81.7336294332681064 -918.2663705667318936 80.3076116508500917 -919.6923883491499510
23 80.5559941770060703 -919.4440058229939723 80.3076116508500917 -919.6923883491499510
24 80.3990783599101917 -919.6009216400898367 80.3076116508500917 -919.6923883491499510
25 81.4903298907019007 -918.5096701092980993 80.3076116508500917 -919.6923883491499510
26 82.2536326722655389 -917.7463673277344469 80.3076116508500917 -919.6923883491499510
27 80.4457787342555406 -919.5542212657444452 80.3076116508500917 -919.6923883491499510
28 80.9893878774213221 -919.0106121225786637 80.3076116508500917 -919.6923883491499510
29 81.4634937481557273 -918.5365062518442301 80.3076116508500917 -919.6923883491499510
30 81.8282467394769810 -918.1717532605230190 80.3076116508500917 -919.6923883491499510
31 81.8330619775441477 -918.1669380224558381 80.3076116508500917 -919.6923883491499510
32 84.2500278934011106 -915.7499721065988751 80.3076116508500917 -919.6923883491499510
33 81.9504992108504382 -918.0495007891495334 80.3076116508500917 -919.6923883491499510
34 84.2244420551403437 -915.7755579448596563 80.3076116508500917 -919.6923883491499510
35 83.7003132534892700 -916.2996867465107016 80.3076116508500917 -919.6923883491499510
36 80.3239415032182222 -919.6760584967818204 80.3076116508500917 -919.6923883491499510
37 80.4750831118235084 -919.5249168881764490 80.3076116508500917 -919.6923883491499510
38 83.1022718926488437 -916.8977281073512131 80.3076116508500917 -919.6923883491499510
39 80.5252100889177740 -919.4747899110822118 80.3076116508500917 -919.6923883491499510
40 81.2976397018387047 -918.7023602981612385 80.3076116508500917 -919.6923883491499510
41 80.6825925053703656 -919.3174074946296059 80.3076116508500917 -919.6923883491499510
42 80.3748413503478076 -919.6251586496522350 80.3076116508500917 -919.6923883491499510
43 80.4906517717060126 -919.5093482282940158 80.3076116508500917 -919.6923883491499510
