evaluations raw_y current_y raw_y_best current_y_best
1 16230058.7836450655013323 16229848.9036450646817684 16230058.7836450655013323 16229848.9036450646817684
2 214561.7253196468809620 214351.8453196468763053 214561.7253196468809620 214351.8453196468763053
3 3061928.1445563035085797 3061718.2645563036203384 214561.7253196468809620 214351.8453196468763053
4 4279301.0071083502843976 4279091.1271083503961563 214561.7253196468809620 214351.8453196468763053
5 27407095.7307113707065582 27406885.8507113717496395 214561.7253196468809620 214351.8453196468763053
6 11941860.6174203529953957 11941650.7374203521758318 214561.7253196468809620 214351.8453196468763053
7 4862407.6241588089615107 4862197.7441588090732694 214561.7253196468809620 214351.8453196468763053
8 7962573.0862074745818973 7962363.2062074746936560 214561.7253196468809620 214351.8453196468763053
9 15854.4955815581306524 15644.6155815581314528 15854.4955815581306524 15644.6155815581314528
10 917.9592421752495284 708.0792421752495329 917.9592421752495284 708.0792421752495329
11 408221.9461319325491786 408012.0661319325445220 917.9592421752495284 708.0792421752495329
12 640947.8162048646481708 640737.9362048646435142 917.9592421752495284 708.0792421752495329
13 135512.2521830838813912 135302.3721830838767346 917.9592421752495284 708.0792421752495329
14 12812.5286369459663547 12602.6486369459671550 917.9592421752495284 708.0792421752495329
15 903.1358609714040995 693.2558609714041040 903.1358609714040995 693.2558609714041040
16 74451.6627029546361882 74241.7827029546315316 903.1358609714040995 693.2558609714041040
17 111471.5031077413877938 111261.6231077413831372 903.1358609714040995 693.2558609714041040
18 1142995.7290642485022545 1142785.8490642486140132 903.1358609714040995 693.2558609714041040
19 68941.3657844098634087 68731.4857844098587520 903.1358609714040995 693.2558609714041040
20 139322.9186606088769622 139113.0386606088723056 903.1358609714040995 693.2558609714041040
21 62089.2749753172465716 61879.3949753172491910 903.1358609714040995 693.2558609714041040
22 330089.6431276146322489 329879.7631276146275923 903.1358609714040995 693.2558609714041040
23 244413.3328376671706792 244203.4528376671660226 903.1358609714040995 693.2558609714041040
24 613281.5670607031788677 613071.6870607031742111 903.1358609714040995 693.2558609714041040
25 408908.5509574892930686 408698.6709574892884120 903.1358609714040995 693.2558609714041040
26 282687.3925933440332301 282477.5125933440285735 903.1358609714040995 693.2558609714041040
27 66698.7275327953684609 66488.8475327953638043 903.1358609714040995 693.2558609714041040
28 9181.7898069673410646 8971.9098069673418649 903.1358609714040995 693.2558609714041040
29 2771.3861068139085546 2561.5061068139084455 903.1358609714040995 693.2558609714041040
30 48726.9112217562797014 48517.0312217562823207 903.1358609714040995 693.2558609714041040
31 43218.8127405752820778 43008.9327405752846971 903.1358609714040995 693.2558609714041040
32 47771.5835475559651968 47561.7035475559678162 903.1358609714040995 693.2558609714041040
33 6617.4912499241891055 6407.6112499241889964 903.1358609714040995 693.2558609714041040
34 75005.2523564952716697 74795.3723564952670131 903.1358609714040995 693.2558609714041040
35 37018.5368162317899987 36808.6568162317926181 903.1358609714040995 693.2558609714041040
36 338161.7853611645987257 337951.9053611645940691 903.1358609714040995 693.2558609714041040
37 27845.7890357559917902 27635.9090357559907716 903.1358609714040995 693.2558609714041040
38 65459.9998512747843051 65250.1198512747869245 903.1358609714040995 693.2558609714041040
39 226325.6858987923478708 226115.8058987923432142 903.1358609714040995 693.2558609714041040
40 13853.0363296726300177 13643.1563296726308181 903.1358609714040995 693.2558609714041040
41 3517.2550534078204691 3307.3750534078203600 903.1358609714040995 693.2558609714041040
42 41698.0666233033989556 41488.1866233034015750 903.1358609714040995 693.2558609714041040
43 18343.1518679475448153 18133.2718679475437966 903.1358609714040995 693.2558609714041040
44 78871.2830302547808969 78661.4030302547762403 903.1358609714040995 693.2558609714041040
45 7491.9735773810780302 7282.0935773810779210 903.1358609714040995 693.2558609714041040
46 419.6369873710078764 209.7569873710078809 419.6369873710078764 209.7569873710078809
47 87491.9411349458096083 87282.0611349458049517 419.6369873710078764 209.7569873710078809
48 441.6774246678940585 231.7974246678940631 419.6369873710078764 209.7569873710078809
49 419.6458047938232312 209.7658047938232357 419.6369873710078764 209.7569873710078809
50 46411.1587577938771574 46201.2787577938797767 419.6369873710078764 209.7569873710078809
51 999.9198542604084423 790.0398542604084469 419.6369873710078764 209.7569873710078809
52 4614.2456163978713448 4404.3656163978712357 419.6369873710078764 209.7569873710078809
53 365999.0675462013459764 365789.1875462013413198 419.6369873710078764 209.7569873710078809
54 74179.6819296868488891 73969.8019296868442325 419.6369873710078764 209.7569873710078809
55 38421.3133170296641765 38211.4333170296667959 419.6369873710078764 209.7569873710078809
56 284577.2084514372400008 284367.3284514372353442 419.6369873710078764 209.7569873710078809
57 47353.9222052756595076 47144.0422052756621270 419.6369873710078764 209.7569873710078809
58 101694.3800578917871462 101484.5000578917824896 419.6369873710078764 209.7569873710078809
59 23322.6885894553415710 23112.8085894553405524 419.6369873710078764 209.7569873710078809
60 93.3189793336655526 -116.5610206663344428 93.3189793336655526 -116.5610206663344428
61 56530.5417276277948986 56320.6617276277975179 93.3189793336655526 -116.5610206663344428
62 7809.1965810939927906 7599.3165810939926814 93.3189793336655526 -116.5610206663344428
63 122752.3988049119216157 122542.5188049119169591 93.3189793336655526 -116.5610206663344428
64 463.0110815845045522 253.1310815845045568 93.3189793336655526 -116.5610206663344428
65 303069.9111841313424520 302860.0311841313377954 93.3189793336655526 -116.5610206663344428
66 334568.8673718115314841 334358.9873718115268275 93.3189793336655526 -116.5610206663344428
67 79258.7727150479622651 79048.8927150479576085 93.3189793336655526 -116.5610206663344428
68 440533.2936342178145424 440323.4136342178098857 93.3189793336655526 -116.5610206663344428
69 216493.1358688348555006 216283.2558688348508440 93.3189793336655526 -116.5610206663344428
70 116737.5834784176549874 116527.7034784176503308 93.3189793336655526 -116.5610206663344428
71 349069.3727768458193168 348859.4927768458146602 93.3189793336655526 -116.5610206663344428
72 161190.7602364577760454 160980.8802364577713888 93.3189793336655526 -116.5610206663344428
73 198381.5540257399261463 198171.6740257399214897 93.3189793336655526 -116.5610206663344428
74 278936.1224731595721096 278726.2424731595674530 93.3189793336655526 -116.5610206663344428
75 325212.2829361486947164 325002.4029361486900598 93.3189793336655526 -116.5610206663344428
76 443188.5519202991272323 442978.6719202991225757 93.3189793336655526 -116.5610206663344428
77 310481.2618084652349353 310271.3818084652302787 93.3189793336655526 -116.5610206663344428
78 40963.6330031710967887 40753.7530031710994081 93.3189793336655526 -116.5610206663344428
79 118599.1084626684023533 118389.2284626683976967 93.3189793336655526 -116.5610206663344428
80 241241.0568316552089527 241031.1768316552042961 93.3189793336655526 -116.5610206663344428
81 40625.2907090177468490 40415.4107090177494683 93.3189793336655526 -116.5610206663344428
82 417927.4526848542154767 417717.5726848542108200 93.3189793336655526 -116.5610206663344428
83 235399.3250625767104793 235189.4450625767058227 93.3189793336655526 -116.5610206663344428
84 155726.7948742236185353 155516.9148742236138787 93.3189793336655526 -116.5610206663344428
85 115993.5785437654703856 115783.6985437654657289 93.3189793336655526 -116.5610206663344428
86 70857.9943447859404841 70648.1143447859358275 93.3189793336655526 -116.5610206663344428
87 362545.0448380495072342 362335.1648380495025776 93.3189793336655526 -116.5610206663344428
88 12018.8144149846375512 11808.9344149846383516 93.3189793336655526 -116.5610206663344428
89 2523.2245212577436178 2313.3445212577435086 93.3189793336655526 -116.5610206663344428
90 497.7336587927763958 287.8536587927764003 93.3189793336655526 -116.5610206663344428
91 2154.2550615492345969 1944.3750615492344878 93.3189793336655526 -116.5610206663344428
92 7466.2386624768196270 7256.3586624768195179 93.3189793336655526 -116.5610206663344428
93 175021.9745623097405769 174812.0945623097359203 93.3189793336655526 -116.5610206663344428
94 225686.1892379910277668 225476.3092379910231102 93.3189793336655526 -116.5610206663344428
95 36380.9330883261136478 36171.0530883261162671 93.3189793336655526 -116.5610206663344428
96 14830.5315669409665134 14620.6515669409673137 93.3189793336655526 -116.5610206663344428
